iteration	status	dev_rmse	val_rmse	dev_clean	dev_low	dev_medium	dev_high	dev_stripe	dev_gradient	val_clean	val_low	val_medium	val_high	val_stripe	val_gradient	runtime_s	memory_mb	description
157	discard	17.534231		9.94218	12.305326	25.356707	38.297952	10.142469	9.160753							1.093	97.4	Reduce the first-pass Tukey residual-statistic core from 64 to 62 neighbors
158	discard	17.536265		9.943147	12.305659	25.362203	38.297981	10.145909	9.162691							1.119	100.1	Reduce the first-pass Tukey residual-statistic core from 64 to 63 neighbors
159	provisional	17.48463		9.939875	12.314534	25.23191	38.116983	10.136372	9.168108							1.117	97.2	Tighten only the first Tukey-biweight cutoff from 4.62 to 4.15 weighted-MAD sigmas
160	discard	17.460977		9.941373	12.323652	25.168899	38.023591	10.139019	9.16933							1.132	110.4	Tighten only the first Tukey-biweight cutoff from 4.15 to 3.92 weighted-MAD sigmas
161	discard	17.473028		9.940567	12.318809	25.201736	38.072035	10.136964	9.168055							1.088	97.3	Tighten only the first Tukey-biweight cutoff from 4.15 to 4.04 weighted-MAD sigmas
162	discard	17.479341		9.940307	12.316555	25.218091	38.096521	10.136507	9.168064							1.075	110.4	Tighten only the first Tukey-biweight cutoff from 4.15 to 4.10 weighted-MAD sigmas
163	discard	17.510985		9.939923	12.309598	25.297863	38.211012	10.138643	9.16887							1.091	97.4	Relax only the first Tukey-biweight cutoff from 4.15 to 4.38 weighted-MAD sigmas
164	discard	17.486139		9.944668	12.322588	25.227325	38.102536	10.143013	9.176706							1.088	97.4	Tighten only the final Tukey-biweight cutoff from 2.77 to 2.65 weighted-MAD sigmas
165	discard	17.44921		9.534876	12.210526	25.688154	38.589256	9.857063	8.815386							1.343	106.5	Add a third Tukey-biweight refinement on the retained 128-neighbor final patch
166	keep	17.32966	14.510292	9.605558	12.26303	25.234757	38.117551	9.888752	8.868309	10.93522	11.683143	18.080307	25.312434	11.442436	9.60821	1.367	97.5	Accept a third Tukey refinement only on geometrically thin local sheets
167	discard	17.316307		9.568144	12.254761	25.241576	38.120566	9.872762	8.840031							1.326	97.5	Relax the third-refinement sheet-thickness gate from 0.10 to 0.125 local radii
168	crash																	Require angular stability before accepting the gated third Tukey refinement
169	discard	17.372323		9.701357	12.274935	25.234757	38.117551	9.947189	8.958146							1.313	113.7	Require five-degree angular stability before accepting the gated third Tukey refinement
170	discard	17.468493		9.908448	12.309209	25.231944	38.116983	10.107333	9.137041							1.326	97.5	Require sufficient effective sample support before accepting the gated third Tukey refinement
171	discard	17.330179		9.605267	12.262612	25.234791	38.117798	9.89015	8.870455							1.33	97.6	Require a modest 32-sample effective support before accepting the thin-sheet third Tukey refinement
172	discard	17.402337		9.758511	12.301859	25.232165	38.117027	9.998885	9.005575							1.323	113.7	Replace hard third-refinement acceptance with a residual-thickness confidence blend
173	discard	17.326664		9.603879	12.24604	25.235065	38.117422	9.890887	8.866692							1.371	100.8	Relax only the gated third Tukey-biweight cutoff from 2.77 to 3.23 weighted-MAD sigmas
174	discard	17.337933		9.618338	12.283833	25.234492	38.117446	9.893257	8.880232							1.325	113.5	Tighten only the thin-sheet third Tukey cutoff from 2.77 to 2.31 weighted-MAD sigmas
175	discard	17.357907		9.65943	12.295685	25.231883	38.116955	9.914398	8.929092							1.321	103.6	Tighten the third-refinement sheet-thickness gate from 0.10 to 0.075 local radii
176	discard	17.315233		9.551232	12.224061	25.257705	38.131877	9.881528	8.844993							1.317	102.0	Relax the third-refinement sheet-thickness gate from 0.10 to 0.15 local radii
177	discard	17.353052		9.649153	12.264514	25.234195	38.117551	9.93056	8.922338							1.342	113.7	Require local residual thickness to contract from the broad PCA thickness before accepting the third Tukey refinement
178	discard	17.34545		9.640577	12.277961	25.232461	38.11733	9.902286	8.902085							1.41	105.6	Require the third Tukey refinement to reduce query-local robust residual thickness
179	discard	17.324384		9.594334	12.266139	25.235171	38.117514	9.876608	8.856538							1.314	97.4	Reduce only the gated third Tukey refinement from 128 to 112 neighbors
180	discard	17.327358		9.600688	12.264057	25.234886	38.117513	9.883767	8.863238							1.352	105.5	Reduce only the gated third Tukey refinement from 128 to 120 neighbors
181	discard	17.328536		9.602846	12.263314	25.23485	38.117481	9.886134	8.866591							1.326	113.3	Reduce only the gated third Tukey refinement from 128 to 124 neighbors
182	discard	17.329265		9.604741	12.263055	25.234837	38.117491	9.887678	8.867787							1.318	97.5	Reduce only the gated third Tukey refinement from 128 to 126 neighbors
183	crash																	Reduce only the gated third Tukey refinement from 128 to 127 neighbors
184	discard	17.329567		9.605331	12.263111	25.234796	38.117559	9.888212	8.868392							1.32	105.6	Reduce only the gated third Tukey refinement from 128 to 127 neighbors
185	discard	17.327463		9.599366	12.261783	25.234467	38.117465	9.88944	8.862256							1.352	105.8	Narrow only the gated third Tukey-refinement Gaussian bandwidth from the 112th- to the 108th-neighbor radius
186	discard	17.329164		9.602611	12.262517	25.234779	38.117558	9.891861	8.865658							1.357	97.5	Narrow only the gated third Tukey-refinement Gaussian bandwidth from the 112th- to the 110th-neighbor radius
187	discard	17.332846		9.61052	12.26566	25.234789	38.117544	9.895358	8.873206							1.381	98.0	Widen only the gated third Tukey-refinement Gaussian bandwidth from the 112th- to the 116th-neighbor radius
188	discard	17.32671		9.599492	12.262389	25.234808	38.117567	9.883025	8.862977							1.431	113.5	Narrow only the gated third Tukey covariance kernel while retaining the established residual-statistic kernel
189	discard	17.330437		9.605445	12.262445	25.234419	38.11745	9.895384	8.867477							1.372	113.7	Narrow only the gated third Tukey residual-statistic kernel from the 112th- to the 108th-neighbor radius
190	discard	17.330623		9.605482	12.262717	25.234749	38.117551	9.894948	8.86829							1.362	113.7	Narrow only the gated third-pass residual-statistic bandwidth from neighbor 112 to neighbor 110
191	discard	17.330027		9.605104	12.265362	25.234824	38.117559	9.8892	8.868113							1.331	106.6	Widen only the gated third-pass residual-statistic bandwidth from neighbor 112 to neighbor 116
192	discard	17.32966		9.605558	12.26303	25.234757	38.117551	9.888752	8.868309							1.265	110.5	Compute the gated third Tukey refinement only for patches that pass the retained thin-sheet test
193	crash																	Normalize the gated third Tukey refinement by robust in-plane patch scale
194	discard	17.356628		9.656448	12.288524	25.232068	38.117025	9.933014	8.912691							1.348	100.9	Normalize the gated third Tukey refinement by robust in-plane patch scale
195	discard	17.325779		9.594492	12.248458	25.236975	38.117798	9.884607	8.872345							1.345	97.6	Gate the third Tukey refinement at a 0.20 robust thickness-to-tangent-spread ratio
196	crash																	Gate the third Tukey refinement at a 0.175 robust thickness-to-tangent-spread ratio
197	discard	17.337499		9.611425	12.27313	25.234074	38.117365	9.908857	8.880141							1.323	97.7	Gate the third Tukey refinement at a 0.175 robust thickness-to-tangent-spread ratio
198	discard	17.323682		9.592174	12.256061	25.23867	38.122098	9.873059	8.860028							1.351	106.7	Normalize the third-refinement thickness gate by the 32-neighbor robust-statistic core radius
199	discard	17.331321		9.606043	12.25966	25.23502	38.118951	9.893748	8.874505							1.325	111.5	Normalize the third-refinement thickness gate by the robust core's weighted tangent RMS spread
200	discard	17.343974		9.629928	12.26303	25.234757	38.117551	9.918406	8.900174							1.344	113.5	Reject the thin-sheet third Tukey refinement when the preceding robust step collapses residual scale by more than half
201	discard	17.357823		9.704113	12.261015	25.232777	38.117315	9.918362	8.913355							1.329	97.6	Require the gated third Tukey refinement to retain at least half of its Gaussian spatial weight mass
202	discard	17.32966		9.605558	12.26303	25.234757	38.117551	9.888752	8.868309							1.336	113.5	Require the thin-sheet third Tukey refinement to retain at least one quarter of its Gaussian spatial weight mass
203	discard	17.329801		9.605721	12.26303	25.234751	38.117551	9.888205	8.869547							1.323	97.5	Require the thin-sheet third Tukey refinement to retain at least three eighths of its Gaussian spatial weight mass
204	discard	17.333353		9.613195	12.263601	25.233431	38.117593	9.893689	8.878611							1.307	103.8	Require the thin-sheet third Tukey refinement to retain at least seven sixteenths of its Gaussian spatial weight mass
205	discard	17.343442		9.650989	12.261357	25.232841	38.117279	9.904003	8.894185							1.344	113.5	Require the thin-sheet third Tukey refinement to retain at least fifteen thirty-seconds of its Gaussian spatial weight mass
206	discard	17.347649		9.669655	12.260248	25.232784	38.117281	9.90829	8.897635							1.349	97.5	Require the thin-sheet third Tukey refinement to retain at least 31/64 of its Gaussian spatial weight mass
207	discard	17.374089		9.701372	12.270989	25.233929	38.11707	9.943041	8.978133							1.317	97.3	Use bounded-influence Cauchy weighting instead of redescending Tukey rejection only in the gated third refinement
208	discard	17.41		9.803496	12.289243	25.234063	38.11777	9.994442	9.020988							1.32	102.8	Mix 5% unrejected Gaussian support into only the gated third Tukey refinement
209	discard	17.326065		9.603603	12.241612	25.235232	38.117592	9.892427	8.865926							1.321	104.8	Use a linear compact-support residual taper only in the gated third robust refinement
210	discard	17.327167		9.602606	12.25325	25.234946	38.117585	9.889049	8.865566							1.368	96.5	Use a three-halves compact-support residual taper only in the gated third robust refinement
211	discard	17.32831		9.603769	12.258362	25.234844	38.117569	9.88864	8.866678							1.38	113.7	Use a seven-fourths compact-support residual taper only in the gated third robust refinement
212	discard	17.328965		9.6046	12.260749	25.234799	38.11756	9.888641	8.86744							1.481	97.4	Use a fifteen-eighths compact-support residual taper only in the gated third robust refinement
213	discard	17.329308		9.605065	12.261903	25.234778	38.117555	9.888684	8.867862							1.37	113.6	Use a 31/16 compact-support residual taper only in the gated third robust refinement
214	discard	17.329483		9.605308	12.26247	25.234768	38.117553	9.888715	8.868083							1.334	97.5	Use a 63/32 compact-support residual taper only in the gated third robust refinement
215	discard	17.329571		9.605432	12.262751	25.234762	38.117552	9.888733	8.868195							1.367	113.7	Use a 127/64 compact-support residual taper only in the gated third robust refinement
216	discard	17.329615		9.605495	12.262891	25.23476	38.117551	9.888742	8.868252							1.339	105.5	Use a 255/128 compact-support residual taper only in the gated third robust refinement
217	discard	17.336571		9.540666	12.214118	25.364019	38.220553	9.861487	8.818585							1.348	97.5	Relax the third-refinement sheet-thickness gate from 0.10 to 0.20 local radii
218	discard	17.320524		9.544197	12.220812	25.299309	38.160144	9.871132	8.827551							1.394	113.6	Relax the third-refinement sheet-thickness gate from 0.10 to 0.175 local radii
219	discard	17.314503		9.546256	12.213609	25.276449	38.144447	9.879537	8.826722							1.324	98.5	Relax the third-refinement sheet-thickness gate from 0.10 to 0.1625 local radii
220	discard	17.315961		9.54679	12.224038	25.270908	38.136818	9.884725	8.832485							1.336	109.3	Relax the third-refinement sheet-thickness gate from 0.10 to 0.15625 local radii
221	discard	17.317878		9.544197	12.222224	25.284826	38.15634	9.872957	8.826722							1.349	97.4	Relax the third-refinement sheet-thickness gate from 0.10 to 0.16875 local radii
222	discard	17.317114		9.54656	12.221437	25.279114	38.150573	9.87828	8.826722							1.351	113.5	Relax the third-refinement sheet-thickness gate from 0.10 to 0.165625 local radii
223	discard	17.315156		9.5464	12.217109	25.273021	38.140074	9.883626	8.830707							1.349	97.5	Relax the third-refinement sheet-thickness gate from 0.10 to 0.159375 local radii
224	discard	17.315522		9.546256	12.218626	25.274106	38.140563	9.883614	8.829967							1.384	97.4	Relax the third-refinement sheet-thickness gate from 0.10 to 0.1609375 local radii
225	discard	17.344199		9.640021	12.275525	25.233398	38.11711	9.906791	8.892348							1.387	113.6	Tighten the third-refinement sheet-thickness gate from 0.10 to 0.0875 local radii
226	discard	17.337041		9.622879	12.267609	25.233492	38.117261	9.893317	8.887686							1.363	105.5	Tighten the third-refinement sheet-thickness gate from 0.10 to 0.09375 local radii
227	discard	17.335149		9.617092	12.269493	25.233702	38.117547	9.892052	8.881011							1.369	113.6	Tighten the third-refinement sheet-thickness gate from 0.10 to 0.096875 local radii
228	discard	17.331258		9.611026	12.267729	25.233906	38.117559	9.885978	8.871349							1.33	97.4	Tighten the third-refinement sheet-thickness gate from 0.10 to 0.0984375 local radii
229	discard	17.33415		9.621588	12.264857	25.234654	38.117959	9.886814	8.87903							1.324	97.6	Leave the query sample out of the gated third-pass residual location and scale statistics
230	discard	17.332469		9.618943	12.265039	25.234376	38.117875	9.883964	8.874615							1.492	103.3	Exclude the query only from the third-refinement thin-sheet confidence statistic
231	discard	17.329494		9.60987	12.26471	25.234454	38.117833	9.877728	8.872367							1.375	97.4	Give the query half weight only in the third-refinement thin-sheet confidence statistic
232	discard	17.329342		9.611495	12.262514	25.234105	38.1177	9.879615	8.870621							1.372	111.6	Give the query three-quarter weight only in the third-refinement thin-sheet confidence statistic
233	discard	17.329674		9.608197	12.262859	25.233989	38.1177	9.884769	8.870532							1.365	97.5	Give the query seven-eighths weight only in the third-refinement thin-sheet confidence statistic
234	discard	17.329945		9.605558	12.264523	25.234812	38.117537	9.886504	8.870732							1.361	97.5	Give the query fifteen-sixteenths weight only in the third-refinement thin-sheet confidence statistic
235	discard	17.320824		9.589322	12.245621	25.236456	38.11965	9.882215	8.851679							1.316	113.5	Relax the third-refinement sheet-thickness gate from 0.10 to 0.1125 local radii
236	discard	17.327213		9.595848	12.263957	25.235364	38.117961	9.890594	8.859552							1.346	113.5	Relax the third-refinement sheet-thickness gate from 0.10 to 0.10625 local radii
237	discard	17.360576		9.672613	12.279532	25.231956	38.116983	9.922092	8.940281							1.381	105.1	Estimate the gated third Tukey refinement's residual location and scale from 64 rather than 32 neighbors
238	discard	17.344392		9.617908	12.261198	25.232055	38.117122	9.918962	8.919104							1.4	97.6	Estimate the gated third Tukey refinement's residual statistics from 48 rather than 32 neighbors
239	discard	17.340841		9.620207	12.274316	25.232516	38.117112	9.902311	8.898583							1.348	97.4	Estimate gated third-pass Tukey residual statistics from 40 rather than 32 neighbors
240	discard	17.333056		9.608002	12.260781	25.234071	38.116848	9.899663	8.878973							1.338	97.3	Estimate gated third-pass Tukey residual statistics from 36 rather than 32 neighbors
241	discard	17.335595		9.621025	12.265166	25.234736	38.117047	9.895294	8.880305							1.305	97.3	Estimate gated third-pass Tukey residual statistics from 34 rather than 32 neighbors
242	discard	17.33031		9.604796	12.26443	25.234888	38.117221	9.881566	8.878958							1.329	105.4	Estimate gated third-pass Tukey residual statistics from 33 rather than 32 neighbors
243	discard	17.33423		9.61454	12.262265	25.232095	38.116983	9.901821	8.877677							1.331	97.6	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 48 neighbors
244	discard	17.345937		9.639504	12.267656	25.234162	38.117186	9.907146	8.909967							1.35	97.6	Estimate the gated third-pass Tukey residual median from 48 neighbors while retaining the 32-neighbor MAD scale
245	discard	17.32896		9.598766	12.252816	25.232209	38.116955	9.890949	8.882064							1.344	97.5	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 40 neighbors
246	discard	17.327019		9.592482	12.256735	25.232671	38.116963	9.890459	8.872802							1.311	113.4	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 36 neighbors
247	discard	17.329056		9.601321	12.263797	25.234564	38.117101	9.885435	8.872118							1.349	98.6	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 34 neighbors
248	discard	17.329052		9.60127	12.264697	25.234791	38.117361	9.879197	8.876995							1.324	97.5	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 33 neighbors
249	discard	17.329164		9.603701	12.263346	25.234025	38.117598	9.885544	8.870772							1.328	97.6	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 31 neighbors
250	discard	17.331108		9.611037	12.258614	25.233886	38.117809	9.891531	8.873772							1.304	97.6	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 30 neighbors
251	discard	17.326848		9.605208	12.25192	25.234174	38.118592	9.880477	8.870717							1.337	113.8	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 28 neighbors
252	discard	17.324242		9.588811	12.248149	25.237218	38.12077	9.88295	8.867557							1.329	97.5	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 24 neighbors
253	discard	17.323119		9.575824	12.246229	25.249751	38.131139	9.872237	8.863531							1.316	113.6	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 16 neighbors
254	discard	17.354662		9.624826	12.253864	25.29179	38.159539	9.899526	8.898428							1.43	113.6	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 8 neighbors
255	discard	17.330355		9.605103	12.23938	25.265469	38.133629	9.873925	8.864627							1.3	97.5	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 12 neighbors
256	discard	17.327579		9.586706	12.249061	25.254825	38.131833	9.87791	8.865139							1.307	113.6	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 14 neighbors
257	discard	17.327728		9.588346	12.250896	25.252743	38.128205	9.87549	8.870689							1.347	113.5	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 15 neighbors
258	discard	17.323664		9.59089	12.244709	25.242422	38.122802	9.870005	8.871154							1.323	97.5	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 20 neighbors
259	discard	17.324954		9.585831	12.253833	25.239934	38.121243	9.878478	8.870404							1.301	106.2	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 22 neighbors
260	discard	17.328802		9.598257	12.262551	25.237472	38.121031	9.8796	8.873898							1.308	97.6	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 23 neighbors
261	discard	17.32634		9.58976	12.260373	25.241084	38.122487	9.874721	8.869614							1.334	113.5	Estimate the gated third-pass Tukey residual median from 32 neighbors and MAD scale from 21 neighbors
262	discard	17.436978		9.847982	12.307031	25.231909	38.117244	10.058445	9.059256							1.317	105.8	Require a material robust residual offset before accepting the thin-sheet third Tukey refinement
263	discard	17.331623		9.607193	12.26303	25.234757	38.117551	9.894179	8.87303							1.331	105.7	Accept the thin-sheet third Tukey refinement only when consecutive normal corrections have consistent direction
264	crash																	Accept the thin-sheet third Tukey refinement only when it improves the normal eigengap
265	discard	17.334714		9.608175	12.271304	25.234517	38.117422	9.898957	8.877909							1.325	97.5	Accept the thin-sheet third Tukey refinement only when it improves the normal eigengap
266	discard	17.365505		9.695215	12.277438	25.233883	38.117065	9.933889	8.935544							1.47	113.7	Require split-half normal stability before accepting the thin-sheet third Tukey refinement
267	discard	17.341269		9.632204	12.266588	25.234451	38.117487	9.905106	8.891776							1.323	114.4	Shrink the gated third-pass robust covariance 10% toward the preceding two-step covariance
268	discard	17.33535		9.618649	12.264755	25.234604	38.117518	9.896719	8.879856							1.316	105.3	Shrink the gated third-pass covariance 5% toward the preceding two-step covariance
269	discard	17.332476		9.612045	12.263879	25.23468	38.117534	9.892682	8.874036							1.319	113.5	Shrink the gated third-pass covariance 2.5% toward the preceding two-step covariance
270	discard	17.331061		9.608787	12.263451	25.234719	38.117543	9.890704	8.871161							1.337	105.3	Shrink the gated third-pass covariance 1.25% toward the preceding two-step covariance
271	discard	17.330358		9.607169	12.26324	25.234738	38.117547	9.889724	8.869732							1.369	113.5	Shrink the gated third-pass covariance 0.625% toward the preceding two-step covariance
272	discard	17.330009		9.606363	12.263135	25.234748	38.117549	9.889237	8.86902							1.372	97.5	Shrink the gated third-pass covariance 0.3125% toward the preceding two-step covariance
273	discard	17.329834		9.60596	12.263083	25.234752	38.11755	9.888994	8.868664							1.324	95.5	Shrink the gated third-pass covariance 0.15625% toward the preceding two-step covariance
274	discard	17.329747		9.605759	12.263056	25.234755	38.11755	9.888873	8.868487							1.349	97.4	Shrink the gated third-pass covariance 0.078125% toward the preceding two-step covariance
275	discard	17.324171		9.592522	12.261247	25.234918	38.117584	9.881032	8.857723							1.32	97.7	Extrapolate the accepted thin-sheet third Tukey normal 5% beyond its two-step correction
276	discard	17.318931		9.579969	12.259576	25.23508	38.117618	9.873772	8.847574							1.34	97.6	Extrapolate accepted thin-sheet third-step normal corrections by 10%
277	discard	17.309203		9.556325	12.25657	25.235409	38.117687	9.860635	8.828594							1.433	102.6	Extrapolate accepted thin-sheet third-step normal corrections by 20%
278	discard	17.29277		9.514963	12.251908	25.236088	38.11783	9.839899	8.795931							1.367	111.7	Extrapolate accepted thin-sheet third-step normal corrections by 40%
279	keep	17.268683	14.444381	9.439152	12.248003	25.237526	38.11814	9.817447	8.751832	10.825132	11.577301	18.087696	25.313388	11.383021	9.479746	1.332	105.2	Extrapolate accepted thin-sheet third-step normal corrections by 80%
280	discard	17.267139		9.380535	12.261715	25.240721	38.118848	9.854724	8.746291							1.337	113.7	Extrapolate accepted thin-sheet third-step normal corrections by 160%
281	discard	17.260117		9.393665	12.251301	25.239071	38.118479	9.822537	8.735649							1.329	97.4	Extrapolate accepted thin-sheet third-step normal corrections by 120%
282	discard	17.26241		9.412314	12.248755	25.238286	38.118306	9.816494	8.740304							1.375	104.6	Extrapolate accepted thin-sheet third-step normal corrections by 100%
283	discard	17.265045		9.424707	12.248154	25.237903	38.118222	9.816084	8.745201							1.361	105.2	Extrapolate accepted thin-sheet third-step normal corrections by 90%
284	discard	17.266738		9.431673	12.248022	25.237714	38.118181	9.816542	8.748299							1.384	113.7	Extrapolate accepted thin-sheet third-step normal corrections by 85%
285	discard	17.267679		9.435348	12.247998	25.23762	38.11816	9.816939	8.750011							1.32	105.4	Extrapolate accepted thin-sheet third-step normal corrections by 82.5%
286	discard	17.275221		9.478318	12.244978	25.235711	38.117855	9.816195	8.758271							1.338	105.6	Extrapolate the gated third-step normal only when Tukey rejection retains at least half of the Gaussian weight mass
287	discard	17.268636		9.440355	12.247503	25.236991	38.118088	9.816755	8.752122							1.338	97.8	Smoothly scale third-step normal extrapolation by retained Tukey weight mass
288	discard	17.268709		9.437873	12.247876	25.237531	38.11814	9.818261	8.752574							1.321	113.8	Extrapolate accepted third-step normal corrections along the unit sphere
289	discard	17.234654		9.450026	12.268716	25.120054	37.991191	9.822333	8.755606							1.308	98.0	Blend 5% of the broad provisional PCA normal into non-thin local patches
290	discard	17.251486		9.444616	12.258129	25.178433	38.054198	9.819826	8.753711							1.361	103.3	Blend 2.5% of the broad provisional PCA normal into non-thin local patches
291	discard	17.260055		9.441967	12.253008	25.207909	38.086056	9.81862	8.75277							1.342	97.8	Blend 1.25% of the broad provisional PCA normal into non-thin local patches
292	discard	17.264357		9.440555	12.250491	25.22269	38.102077	9.81803	8.752301							1.326	113.9	Blend 0.625% of the broad provisional PCA normal into non-thin local patches
293	discard	17.266518		9.439852	12.249243	25.230101	38.110109	9.817737	8.752066							1.321	97.7	Blend 0.3125% of the broad provisional PCA normal into non-thin local patches
294	discard	17.267601		9.439502	12.248622	25.233812	38.114127	9.817592	8.751949							1.331	97.8	Blend 0.15625% of the broad provisional PCA normal into non-thin local patches
295	discard	17.268142		9.439327	12.248312	25.235669	38.116133	9.817519	8.751891							1.336	113.0	Blend 0.078125% of the broad provisional PCA normal into non-thin local patches
296	discard	17.268412		9.439239	12.248157	25.236598	38.117136	9.817483	8.751862							1.343	97.6	Blend 0.0390625% of the broad provisional PCA normal into non-thin local patches
297	discard	17.233266		9.443386	12.25584	25.128747	37.998705	9.817947	8.754973							1.36	97.7	Smoothly increase broad-normal stabilization with robust residual thickness on non-thin patches
298	discard	17.238113		9.44065	12.249274	25.149559	38.019027	9.81809	8.752079							1.337	105.2	Blend 5% of the broad provisional normal only into very thick local patches
299	discard	17.248998		9.373818	12.26244	25.239846	38.11837	9.811803	8.687711							1.67	103.6	Add a fourth Tukey-PCA refinement on thin coherent sheets before extrapolating the final normal correction
300	discard	17.252996		9.394496	12.253148	25.238649	38.11824	9.803402	8.710038							1.557	104.2	Blend half of a fourth Tukey-PCA continuation into the retained thin-sheet normal
301	discard	17.25939		9.413873	12.250047	25.238079	38.118186	9.807619	8.728539							1.557	95.8	Blend one quarter of a fourth Tukey-PCA continuation into the retained thin-sheet normal
302	discard	17.263678		9.425783	12.248892	25.2378	38.118162	9.811834	8.739593							1.559	95.7	Blend one eighth of a fourth Tukey-PCA continuation into the retained thin-sheet normal
303	discard	17.266091		9.432286	12.248414	25.237663	38.118151	9.814467	8.745565							1.548	111.9	Blend one sixteenth of a fourth Tukey-PCA continuation into the retained thin-sheet normal
304	discard	17.267365		9.435674	12.2482	25.237594	38.118145	9.815913	8.748662							1.574	100.1	Blend one thirty-second of a fourth Tukey-PCA continuation into the retained thin-sheet normal
305	discard	17.268018		9.437401	12.248099	25.23756	38.118142	9.816669	8.750238							1.55	111.9	Blend one sixty-fourth of a fourth Tukey-PCA continuation into the retained thin-sheet normal
306	crash																	agent invocation failed
307	discard	17.270633		9.442336	12.24803	25.237492	38.118204	9.821941	8.755795							1.321	113.8	Scale thin-sheet third-normal extrapolation by agreement between consecutive robust PCA corrections
308	discard	17.261952		9.405496	12.25244	25.239026	38.118301	9.818021	8.738428							1.327	106.1	Add 25% directional momentum from the preceding Tukey-PCA normal correction on accepted thin sheets
309	discard	17.267936		9.454016	12.250176	25.237526	38.11814	9.808182	8.739579							1.31	97.6	Cap the retained third-normal extrapolation to a five-degree unit-normal chord
310	discard	17.276722		9.479095	12.240926	25.237544	38.11805	9.814606	8.770114							1.354	107.4	Extrapolate the thin-sheet third Tukey correction only when successive normal-update magnitudes contract
311	discard	17.279924		9.484289	12.261489	25.234758	38.117537	9.807737	8.773733							1.389	110.3	Apply 80% third-normal extrapolation only to very thin accepted sheets
312	discard	17.274757		9.464266	12.251532	25.23582	38.117738	9.816091	8.763095							1.323	97.6	Linearly taper third-normal extrapolation across marginally thin sheets
313	crash																	Extrapolate only the component of the third Tukey-PCA correction orthogonal to the preceding correction
314	discard	17.335016		9.612266	12.262943	25.235493	38.11719	9.901131	8.88107							1.325	105.8	Orthogonalize thin-sheet third-normal extrapolation against the preceding robust PCA update
315	discard	17.270819		9.445686	12.248607	25.237454	38.118194	9.820826	8.754147							1.327	113.9	Extrapolate only the persistent component shared by consecutive thin-sheet Tukey-PCA normal corrections
316	discard	17.268951		9.441845	12.248253	25.237489	38.118166	9.816789	8.751162							1.328	105.6	Half-damp only the transverse component of thin-sheet third-normal extrapolation
317	discard	17.268773		9.440417	12.248115	25.237508	38.118152	9.817025	8.751423							1.341	105.6	Quarter-damp the transverse component of thin-sheet third-normal extrapolation
318	crash																	Damp the transverse component of thin-sheet third-normal extrapolation from 80% to 70%
319	discard	17.268717		9.439764	12.248056	25.237517	38.118146	9.817212	8.751609							1.353	106.1	Damp the transverse component of thin-sheet third-normal extrapolation from 80% to 70%
320	discard	17.268698		9.439453	12.248028	25.237522	38.118143	9.817324	8.751716							1.428	106.7	Damp the transverse component of thin-sheet third-normal extrapolation from 80% to 75%
321	discard	17.26869		9.439301	12.248015	25.237524	38.118141	9.817384	8.751773							1.341	105.9	Damp the transverse component of thin-sheet third-normal extrapolation from 80% to 77.5%
322	crash																	Damp the transverse component of thin-sheet third-normal extrapolation from 80% to 78.75%
